index	5primepreterm	bkgdpreterm	initiationrate	mutant	proteins_mutant	proteins_yfp0	selpreterm	simulation_time	stallstrengthindex	ps_ratio
368	0.0	0	0.3	cta77	1469	10000	0.0	34788.04	0	0.1469
369	0.0	0	0.3	cta230	531	10000	1.0	34786.13	0	0.0531
370	0.0	0	0.3	cta84	530	10000	1.0	35118.25	0	0.053
371	1.0	0	0.3	cta30	1362	10000	0.0	35054.36	0	0.1362
372	0.0	0	0.3	cta37	505	10000	1.0	34786.7	0	0.0505
373	1.0	0	0.3	cta166	1408	10000	0.0	35125.82	0	0.1408
374	1.0	0	0.3	cta150	1377	10000	0.0	35002.93	0	0.1377
375	0.0	0	0.3	cta117	547	10000	1.0	35437.6	0	0.0547
376	1.0	0	0.3	cta14	1425	10000	0.0	34870.24	0	0.1425
377	1.0	0	0.3	cta207	1348	10000	0.0	35050.72	0	0.1348
378	1.0	0	0.3	cta129	1450	10000	0.0	35498.36	0	0.145
379	0.0	0	0.3	cta40	1694	10000	0.0	34915.42	0	0.1694
380	1.0	0	0.3	cta79	1392	10000	0.0	35227.18	0	0.1392
381	0.0	0	0.3	cta141	2053	10000	0.0	34847.9	0	0.2053
382	0.0	0	0.3	cta99	456	10000	1.0	34540.7	0	0.0456
383	0.0	0	0.3	cta22	1788	10000	0.0	34930.98	0	0.1788
384	0.0	0	0.3	cta168	2075	10000	0.0	34741.02	0	0.2075
385	1.0	0	0.3	cta144	1343	10000	0.0	34640.81	0	0.1343
386	0.0	0	0.3	cta34	496	10000	1.0	34561.83	0	0.0496
387	0.0	0	0.3	cta211	2096	10000	0.0	34889.1	0	0.2096
388	0.0	0	0.3	cta82	498	10000	1.0	34252.91	0	0.0498
389	0.0	0	0.3	cta93	1779	10000	0.0	34665.96	0	0.1779
390	1.0	0	0.3	cta71	1385	10000	0.0	34864.09	0	0.1385
391	0.0	0	0.3	cta124	499	10000	1.0	34836.54	0	0.0499
392	0.0	0	0.3	cta199	2117	10000	0.0	34799.77	0	0.2117
393	1.0	0	0.3	cta89	1326	10000	0.0	34264.55	0	0.1326
394	0.0	0	0.3	cta152	1961	10000	0.0	34383.21	0	0.1961
395	0.0	0	0.3	cta54	1108	10000	0.0	34848.23	0	0.1108
396	0.0	0	0.3	cta121	1969	10000	0.0	35358.52	0	0.1969
397	0.0	0	0.3	cta52	503	10000	1.0	34860.56	0	0.0503
398	0.0	0	0.3	cta171	475	10000	1.0	35229.85	0	0.0475
399	1.0	0	0.3	cta99	1356	10000	0.0	35105.95	0	0.1356
400	1.0	0	0.3	cta94	1333	10000	0.0	34536.78	0	0.1333
401	0.0	0	0.3	cta47	502	10000	1.0	35295.05	0	0.0502
402	0.0	0	0.3	cta125	494	10000	1.0	35009.57	0	0.0494
403	1.0	0	0.3	cta136	1356	10000	0.0	34839.92	0	0.1356
404	0.0	0	0.3	cta56	478	10000	1.0	34908.04	0	0.0478
405	0.0	0	0.3	cta8	1856	10000	0.0	35673.55	0	0.1856
406	0.0	0	0.3	cta83	536	10000	1.0	34818.61	0	0.0536
407	1.0	0	0.3	cta154	1325	10000	0.0	34633.08	0	0.1325
408	0.0	0	0.3	cta71	1486	10000	0.0	34771.55	0	0.1486
409	0.0	0	0.3	cta158	485	10000	1.0	34874.24	0	0.0485
410	0.0	0	0.3	cta217	2105	10000	0.0	34893.53	0	0.2105
411	1.0	0	0.3	cta33	1428	10000	0.0	34806.46	0	0.1428
412	0.0	0	0.3	cta51	1157	10000	0.0	34869.14	0	0.1157
413	1.0	0	0.3	cta62	401	10000	0.0	34985.72	0	0.0401
414	0.0	0	0.3	cta223	498	10000	1.0	35109.54	0	0.0498
415	0.0	0	0.3	cta225	2070	10000	0.0	34521.09	0	0.207
416	0.0	0	0.3	cta31	1699	10000	0.0	34528.91	0	0.1699
417	0.0	0	0.3	cta38	489	10000	1.0	34821.28	0	0.0489
418	1.0	0	0.3	cta38	1390	10000	0.0	34547.66	0	0.139
419	0.0	0	0.3	cta208	509	10000	1.0	34933.45	0	0.0509
420	0.0	0	0.3	cta227	2083	10000	0.0	34196.5	0	0.2083
421	0.0	0	0.3	cta237	2219	10000	1.0	34762.22	0	0.2219
422	0.0	0	0.3	cta154	1998	10000	0.0	34497.8	0	0.1998
423	0.0	0	0.3	cta178	2078	10000	0.0	34926.27	0	0.2078
424	0.0	0	0.3	cta57	433	10000	1.0	35105.56	0	0.0433
425	1.0	0	0.3	cta125	1389	10000	0.0	34532.33	0	0.1389
426	1.0	0	0.3	cta174	1328	10000	0.0	34226.79	0	0.1328
427	0.0	0	0.3	cta76	1529	10000	0.0	35018.24	0	0.1529
428	1.0	0	0.3	cta50	1392	10000	0.0	35212.01	0	0.1392
429	0.0	0	0.3	cta60	2219	10000	1.0	34762.22	0	0.2219
430	0.0	0	0.3	cta83	1622	10000	0.0	34630.32	0	0.1622
431	0.0	0	0.3	cta141	512	10000	1.0	34641.56	0	0.0512
432	1.0	0	0.3	cta20	1390	10000	0.0	35105.37	0	0.139
433	0.0	0	0.3	cta21	454	10000	1.0	35012.65	0	0.0454
434	0.0	0	0.3	cta193	2062	10000	0.0	34891.12	0	0.2062
435	0.0	0	0.3	cta17	478	10000	1.0	34745.75	0	0.0478
436	1.0	0	0.3	cta108	1380	10000	0.0	35524.88	0	0.138
437	0.0	0	0.3	cta125	1937	10000	0.0	34807.24	0	0.1937
438	0.0	0	0.3	cta221	469	10000	1.0	34469.8	0	0.0469
439	0.0	0	0.3	cta1	2219	10000	1.0	34762.22	0	0.2219
440	0.0	0	0.3	cta140	1968	10000	0.0	34627.25	0	0.1968
441	0.0	0	0.3	cta146	2032	10000	0.0	34620.21	0	0.2032
442	0.0	0	0.3	cta168	447	10000	1.0	34461.63	0	0.0447
443	0.0	0	0.3	cta26	1800	10000	0.0	35000.19	0	0.18
444	0.0	0	0.3	cta180	527	10000	1.0	34686.16	0	0.0527
445	0.0	0	0.3	cta24	1821	10000	0.0	34849.7	0	0.1821
446	1.0	0	0.3	cta127	1379	10000	0.0	34510.36	0	0.1379
447	0.0	0	0.3	cta170	2023	10000	0.0	34675.43	0	0.2023
448	0.0	0	0.3	cta166	2099	10000	0.0	34931.15	0	0.2099
449	0.0	0	0.3	cta58	1141	10000	0.0	34841.71	0	0.1141
450	1.0	0	0.3	cta32	1352	10000	0.0	34387.57	0	0.1352
451	0.0	0	0.3	cta53	1148	10000	0.0	34448.55	0	0.1148
452	1.0	0	0.3	cta156	1407	10000	0.0	35155.97	0	0.1407
453	0.0	0	0.3	cta65	497	10000	1.0	34798.71	0	0.0497
454	1.0	0	0.3	cta227	1321	10000	0.0	35496.53	0	0.1321
455	0.0	0	0.3	cta79	516	10000	1.0	34659.3	0	0.0516
456	1.0	0	0.3	cta19	1379	10000	0.0	34207.89	0	0.1379
457	0.0	0	0.3	cta95	494	10000	1.0	34936.0	0	0.0494
458	0.0	0	0.3	cta184	496	10000	1.0	34949.47	0	0.0496
459	0.0	0	0.3	cta214	2060	10000	0.0	35174.26	0	0.206
460	0.0	0	0.3	cta132	1988	10000	0.0	34637.93	0	0.1988
461	0.0	0	0.3	cta197	469	10000	1.0	34476.76	0	0.0469
462	0.0	0	0.3	cta124	1944	10000	0.0	35051.96	0	0.1944
463	1.0	0	0.3	cta209	1366	10000	0.0	35026.18	0	0.1366
464	0.0	0	0.3	cta19	481	10000	1.0	34782.35	0	0.0481
465	1.0	0	0.3	cta232	1355	10000	0.0	34587.14	0	0.1355
466	0.0	0	0.3	cta68	1127	10000	0.0	34740.96	0	0.1127
467	0.0	0	0.3	cta73	1481	10000	0.0	34717.83	0	0.1481
468	0.0	0	0.3	cta226	473	10000	1.0	34427.62	0	0.0473
469	0.0	0	0.3	cta195	482	10000	1.0	34949.08	0	0.0482
470	0.0	0	0.3	cta116	1850	10000	0.0	34671.02	0	0.185
471	0.0	0	0.3	cta134	480	10000	1.0	34751.38	0	0.048
472	0.0	0	0.3	cta45	520	10000	1.0	34656.55	0	0.052
473	0.0	0	0.3	cta210	466	10000	1.0	34432.23	0	0.0466
474	1.0	0	0.3	cta190	1349	10000	0.0	35181.86	0	0.1349
475	0.0	0	0.3	cta215	534	10000	1.0	35256.02	0	0.0534
476	0.0	0	0.3	cta91	508	10000	1.0	34365.23	0	0.0508
477	1.0	0	0.3	cta170	1360	10000	0.0	35074.03	0	0.136
478	1.0	0	0.3	cta182	1376	10000	0.0	34824.27	0	0.1376
479	0.0	0	0.3	cta86	1669	10000	0.0	34847.71	0	0.1669
480	0.0	0	0.3	cta156	547	10000	1.0	35029.69	0	0.0547
481	0.0	0	0.3	cta133	476	10000	1.0	34357.62	0	0.0476
482	0.0	0	0.3	cta235	485	10000	1.0	35003.67	0	0.0485
483	0.0	0	0.3	cta219	489	10000	1.0	34615.53	0	0.0489
484	1.0	0	0.3	cta27	1384	10000	0.0	35076.66	0	0.1384
485	0.0	0	0.3	cta219	2152	10000	0.0	34514.88	0	0.2152
486	1.0	0	0.3	cta51	454	10000	0.0	35035.2	0	0.0454
487	0.0	0	0.3	cta200	2083	10000	0.0	34841.92	0	0.2083
488	0.0	0	0.3	cta190	2083	10000	0.0	34969.69	0	0.2083
489	0.0	0	0.3	cta140	519	10000	1.0	35093.88	0	0.0519
490	0.0	0	0.3	cta50	1506	10000	0.0	35054.89	0	0.1506
491	1.0	0	0.3	cta111	1357	10000	0.0	35157.88	0	0.1357
492	1.0	0	0.3	cta120	1338	10000	0.0	34776.16	0	0.1338
493	0.0	0	0.3	cta59	525	10000	1.0	35579.4	0	0.0525
494	0.0	0	0.3	cta129	1964	10000	0.0	34958.36	0	0.1964
495	0.0	0	0.3	cta144	502	10000	1.0	34985.49	0	0.0502
496	0.0	0	0.3	cta28	450	10000	1.0	34084.49	0	0.045
497	0.0	0	0.3	cta231	509	10000	1.0	35460.74	0	0.0509
498	0.0	0	0.3	cta175	2127	10000	0.0	35157.98	0	0.2127
499	1.0	0	0.3	cta115	1318	10000	0.0	34645.53	0	0.1318
500	0.0	0	0.3	cta179	474	10000	1.0	35086.05	0	0.0474
501	0.0	0	0.3	cta206	500	10000	1.0	34468.59	0	0.05
502	0.0	0	0.3	cta234	2108	10000	0.0	34880.48	0	0.2108
503	1.0	0	0.3	cta196	1335	10000	0.0	34447.66	0	0.1335
504	1.0	0	0.3	cta141	1420	10000	0.0	34808.6	0	0.142
505	0.0	0	0.3	cta196	2149	10000	0.0	35186.24	0	0.2149
506	0.0	0	0.3	cta136	2019	10000	0.0	35353.37	0	0.2019
507	0.0	0	0.3	cta86	487	10000	1.0	34888.15	0	0.0487
508	0.0	0	0.3	cta2	1749	10000	0.0	35025.66	0	0.1749
509	0.0	0	0.3	cta143	2004	10000	0.0	34099.8	0	0.2004
510	1.0	0	0.3	cta67	422	10000	0.0	34664.03	0	0.0422
511	1.0	0	0.3	cta159	1347	10000	0.0	34617.91	0	0.1347
512	0.0	0	0.3	cta152	533	10000	1.0	34460.03	0	0.0533
513	0.0	0	0.3	cta234	483	10000	1.0	34148.84	0	0.0483
514	0.0	0	0.3	cta36	494	10000	1.0	34611.59	0	0.0494
515	0.0	0	0.3	cta169	2033	10000	0.0	34463.67	0	0.2033
516	0.0	0	0.3	cta182	2005	10000	0.0	34488.48	0	0.2005
517	1.0	0	0.3	cta45	1314	10000	0.0	34500.58	0	0.1314
518	1.0	0	0.3	cta107	1434	10000	0.0	35341.08	0	0.1434
519	0.0	0	0.3	cta49	1556	10000	0.0	35077.98	0	0.1556
520	0.0	0	0.3	cta212	2103	10000	0.0	34827.94	0	0.2103
521	1.0	0	0.3	cta21	1376	10000	0.0	34446.64	0	0.1376
522	0.0	0	0.3	cta101	1838	10000	0.0	34975.79	0	0.1838
523	0.0	0	0.3	cta104	1844	10000	0.0	34671.11	0	0.1844
524	1.0	0	0.3	cta184	1377	10000	0.0	35058.81	0	0.1377
525	1.0	0	0.3	cta186	1387	10000	0.0	34811.46	0	0.1387
526	0.0	0	0.3	cta12	1890	10000	0.0	34556.76	0	0.189
527	1.0	0	0.3	cta6	1442	10000	0.0	35319.55	0	0.1442
528	0.0	0	0.3	cta181	488	10000	1.0	34916.08	0	0.0488
529	0.0	0	0.3	cta7	436	10000	1.0	34923.16	0	0.0436
530	0.0	0	0.3	cta136	468	10000	1.0	35045.26	0	0.0468
531	1.0	0	0.3	cta110	1425	10000	0.0	35109.26	0	0.1425
532	0.0	0	0.3	cta231	2068	10000	0.0	34787.6	0	0.2068
533	1.0	0	0.3	cta169	1340	10000	0.0	34864.18	0	0.134
534	0.0	0	0.3	cta53	493	10000	1.0	34861.56	0	0.0493
535	0.0	0	0.3	cta12	476	10000	1.0	34662.31	0	0.0476
536	1.0	0	0.3	cta198	1370	10000	0.0	34949.95	0	0.137
537	1.0	0	0.3	cta97	1364	10000	0.0	34853.66	0	0.1364
538	0.0	0	0.3	cta190	482	10000	1.0	34799.07	0	0.0482
539	0.0	0	0.3	cta32	443	10000	1.0	34635.73	0	0.0443
540	0.0	0	0.3	cta161	527	10000	1.0	34564.71	0	0.0527
541	0.0	0	0.3	cta179	2065	10000	0.0	35040.3	0	0.2065
542	0.0	0	0.3	cta147	1979	10000	0.0	34447.96	0	0.1979
543	0.0	0	0.3	cta199	479	10000	1.0	35049.32	0	0.0479
544	0.0	0	0.3	cta90	466	10000	1.0	34481.25	0	0.0466
545	0.0	0	0.3	cta233	472	10000	1.0	34435.87	0	0.0472
546	0.0	0	0.3	cta27	476	10000	1.0	34947.85	0	0.0476
547	1.0	0	0.3	cta178	1397	10000	0.0	35111.26	0	0.1397
548	0.0	0	0.3	cta111	1904	10000	0.0	34270.34	0	0.1904
549	1.0	0	0.3	cta217	1366	10000	0.0	34509.87	0	0.1366
550	0.0	0	0.3	cta61	1114	10000	0.0	34947.93	0	0.1114
551	1.0	0	0.3	cta158	1363	10000	0.0	34536.87	0	0.1363
552	0.0	0	0.3	cta222	2077	10000	0.0	34862.51	0	0.2077
553	0.0	0	0.3	cta193	534	10000	1.0	34295.73	0	0.0534
554	1.0	0	0.3	cta163	1371	10000	0.0	34717.88	0	0.1371
555	1.0	0	0.3	cta130	1384	10000	0.0	34979.32	0	0.1384
556	0.0	0	0.3	cta172	471	10000	1.0	34601.28	0	0.0471
557	1.0	0	0.3	cta135	1372	10000	0.0	34956.77	0	0.1372
558	0.0	0	0.3	cta216	2023	10000	0.0	34150.9	0	0.2023
559	0.0	0	0.3	cta232	525	10000	1.0	34472.94	0	0.0525
560	1.0	0	0.3	cta137	1383	10000	0.0	34999.87	0	0.1383
561	0.0	0	0.3	cta172	2029	10000	0.0	34477.12	0	0.2029
562	0.0	0	0.3	cta112	484	10000	1.0	34713.48	0	0.0484
563	0.0	0	0.3	cta159	488	10000	1.0	34825.81	0	0.0488
564	0.0	0	0.3	cta90	1777	10000	0.0	34513.03	0	0.1777
565	1.0	0	0.3	cta103	1345	10000	0.0	35194.11	0	0.1345
566	0.0	0	0.3	cta209	483	10000	1.0	34244.73	0	0.0483
567	1.0	0	0.3	cta149	1341	10000	0.0	34541.84	0	0.1341
568	0.0	0	0.3	cta228	2111	10000	0.0	34835.25	0	0.2111
569	0.0	0	0.3	cta118	1914	10000	0.0	34700.08	0	0.1914
570	0.0	0	0.3	cta103	504	10000	1.0	34999.56	0	0.0504
571	0.0	0	0.3	cta100	477	10000	1.0	35217.08	0	0.0477
572	0.0	0	0.3	cta214	523	10000	1.0	34907.16	0	0.0523
573	1.0	0	0.3	cta204	1407	10000	0.0	34819.26	0	0.1407
574	0.0	0	0.3	cta236	2105	10000	0.0	34717.02	0	0.2105
575	1.0	0	0.3	cta228	1365	10000	0.0	34992.33	0	0.1365
576	0.0	0	0.3	cta149	523	10000	1.0	35544.07	0	0.0523
577	0.0	0	0.3	cta123	488	10000	1.0	34785.19	0	0.0488
578	1.0	0	0.3	cta98	1385	10000	0.0	34814.25	0	0.1385
579	0.0	0	0.3	cta204	2024	10000	0.0	34856.79	0	0.2024
580	0.0	0	0.3	cta115	1899	10000	0.0	34780.08	0	0.1899
581	0.0	0	0.3	cta213	475	10000	1.0	34666.78	0	0.0475
582	0.0	0	0.3	cta88	525	10000	1.0	34613.19	0	0.0525
583	1.0	0	0.3	cta206	1412	10000	0.0	34847.48	0	0.1412
584	0.0	0	0.3	cta177	534	10000	1.0	35291.56	0	0.0534
585	0.0	0	0.3	cta157	491	10000	1.0	34941.3	0	0.0491
586	0.0	0	0.3	cta106	487	10000	1.0	34620.17	0	0.0487
587	1.0	0	0.3	cta49	1387	10000	0.0	34837.34	0	0.1387
588	0.0	0	0.3	cta155	2070	10000	0.0	34482.22	0	0.207
589	0.0	0	0.3	cta57	1195	10000	0.0	34777.1	0	0.1195
590	0.0	0	0.3	cta139	1978	10000	0.0	34966.29	0	0.1978
591	0.0	0	0.3	cta94	478	10000	1.0	34707.02	0	0.0478
592	0.0	0	0.3	cta62	1163	10000	0.0	34814.07	0	0.1163
593	1.0	0	0.3	cta148	1339	10000	0.0	35080.43	0	0.1339
594	1.0	0	0.3	cta25	1346	10000	0.0	35189.03	0	0.1346
595	1.0	0	0.3	cta80	1331	10000	0.0	34549.67	0	0.1331
596	0.0	0	0.3	cta102	1845	10000	0.0	35069.14	0	0.1845
597	0.0	0	0.3	cta91	1802	10000	0.0	34468.31	0	0.1802
598	0.0	0	0.3	cta15	490	10000	1.0	35358.63	0	0.049
599	0.0	0	0.3	cta188	495	10000	1.0	34681.3	0	0.0495
600	0.0	0	0.3	cta39	1656	10000	0.0	34486.86	0	0.1656
601	0.0	0	0.3	cta11	407	10000	1.0	34728.85	0	0.0407
602	1.0	0	0.3	cta47	1337	10000	0.0	34590.02	0	0.1337
603	0.0	0	0.3	cta15	1819	10000	0.0	34620.36	0	0.1819
604	0.0	0	0.3	cta34	1731	10000	0.0	35375.32	0	0.1731
605	0.0	0	0.3	cta162	2004	10000	0.0	34767.04	0	0.2004
606	0.0	0	0.3	cta154	508	10000	1.0	34672.55	0	0.0508
607	0.0	0	0.3	cta88	1649	10000	0.0	34546.39	0	0.1649
608	0.0	0	0.3	cta134	1980	10000	0.0	34591.73	0	0.198
609	0.0	0	0.3	cta194	2031	10000	0.0	34448.07	0	0.2031
610	0.0	0	0.3	cta202	2136	10000	0.0	34907.99	0	0.2136
611	1.0	0	0.3	cta59	415	10000	0.0	34763.55	0	0.0415
612	0.0	0	0.3	cta14	496	10000	1.0	34973.76	0	0.0496
613	0.0	0	0.3	cta111	518	10000	1.0	34795.04	0	0.0518
614	0.0	0	0.3	cta13	478	10000	1.0	34591.63	0	0.0478
615	0.0	0	0.3	cta21	1811	10000	0.0	34333.98	0	0.1811
616	1.0	0	0.3	cta101	1378	10000	0.0	34999.06	0	0.1378
617	0.0	0	0.3	cta200	496	10000	1.0	34532.19	0	0.0496
618	1.0	0	0.3	cta24	1446	10000	0.0	35317.44	0	0.1446
619	0.0	0	0.3	cta204	485	10000	1.0	35228.47	0	0.0485
620	0.0	0	0.3	cta138	1941	10000	0.0	34469.65	0	0.1941
621	0.0	0	0.3	cta80	1647	10000	0.0	34757.52	0	0.1647
622	0.0	0	0.3	cta46	537	10000	1.0	35036.68	0	0.0537
623	1.0	0	0.3	cta208	1369	10000	0.0	34588.55	0	0.1369
624	1.0	0	0.3	cta5	1496	10000	0.0	34952.53	0	0.1496
625	1.0	0	0.3	cta132	1387	10000	0.0	34841.24	0	0.1387
626	1.0	0	0.3	cta16	1405	10000	0.0	34933.45	0	0.1405
627	0.0	0	0.3	cta174	489	10000	1.0	34926.15	0	0.0489
628	0.0	0	0.3	cta189	2044	10000	0.0	34339.41	0	0.2044
629	0.0	0	0.3	cta63	1136	10000	0.0	34919.79	0	0.1136
630	0.0	0	0.3	cta22	514	10000	1.0	34702.3	0	0.0514
631	1.0	0	0.3	cta29	1345	10000	0.0	34738.92	0	0.1345
632	0.0	0	0.3	cta155	519	10000	1.0	35102.23	0	0.0519
633	0.0	0	0.3	cta143	531	10000	1.0	34978.94	0	0.0531
634	1.0	0	0.3	cta22	1412	10000	0.0	34659.42	0	0.1412
635	0.0	0	0.3	cta177	2000	10000	0.0	34908.94	0	0.2
636	1.0	0	0.3	cta41	1385	10000	0.0	34868.3	0	0.1385
637	0.0	0	0.3	cta79	1483	10000	0.0	34984.67	0	0.1483
638	1.0	0	0.3	cta87	1355	10000	0.0	34474.87	0	0.1355
639	0.0	0	0.3	cta137	1914	10000	0.0	34588.44	0	0.1914
640	0.0	0	0.3	cta178	522	10000	1.0	34603.28	0	0.0522
641	0.0	0	0.3	cta97	1823	10000	0.0	35170.15	0	0.1823
642	0.0	0	0.3	cta122	470	10000	1.0	34365.37	0	0.047
643	0.0	0	0.3	cta98	499	10000	1.0	35343.52	0	0.0499
644	0.0	0	0.3	cta26	506	10000	1.0	34637.11	0	0.0506
645	0.0	0	0.3	cta7	1723	10000	0.0	34641.29	0	0.1723
646	1.0	0	0.3	cta4	1452	10000	0.0	34962.18	0	0.1452
647	0.0	0	0.3	cta235	2084	10000	0.0	34900.43	0	0.2084
648	0.0	0	0.3	cta131	1918	10000	0.0	34676.08	0	0.1918
649	0.0	0	0.3	cta92	1821	10000	0.0	34724.04	0	0.1821
650	0.0	0	0.3	cta130	498	10000	1.0	35186.73	0	0.0498
651	1.0	0	0.3	cta86	1380	10000	0.0	34586.37	0	0.138
652	1.0	0	0.3	cta223	1384	10000	0.0	35395.42	0	0.1384
653	0.0	0	0.3	cta67	1114	10000	0.0	35179.23	0	0.1114
654	0.0	0	0.3	cta128	1967	10000	0.0	34547.57	0	0.1967
655	0.0	0	0.3	cta42	1497	10000	0.0	34669.11	0	0.1497
656	1.0	0	0.3	cta36	1350	10000	0.0	34846.85	0	0.135
657	1.0	0	0.3	cta112	1393	10000	0.0	34669.2	0	0.1393
658	0.0	0	0.3	cta13	1857	10000	0.0	34431.03	0	0.1857
659	0.0	0	0.3	cta73	531	10000	1.0	34781.81	0	0.0531
660	0.0	0	0.3	cta183	2066	10000	0.0	34872.5	0	0.2066
661	1.0	0	0.3	cta179	1369	10000	0.0	35112.62	0	0.1369
662	1.0	0	0.3	cta214	1395	10000	0.0	34747.72	0	0.1395
663	0.0	0	0.3	cta215	2105	10000	0.0	35021.41	0	0.2105
664	0.0	0	0.3	cta71	498	10000	1.0	34955.03	0	0.0498
665	1.0	0	0.3	cta11	1474	10000	0.0	35023.75	0	0.1474
666	0.0	0	0.3	cta123	1947	10000	0.0	34658.74	0	0.1947
667	0.0	0	0.3	cta203	487	10000	1.0	34890.55	0	0.0487
668	0.0	0	0.3	cta19	1866	10000	0.0	34508.64	0	0.1866
669	0.0	0	0.3	cta135	522	10000	1.0	34889.18	0	0.0522
670	1.0	0	0.3	cta109	1402	10000	0.0	35466.51	0	0.1402
671	1.0	0	0.3	cta193	1387	10000	0.0	34709.58	0	0.1387
672	1.0	0	0.3	cta82	1394	10000	0.0	34778.65	0	0.1394
673	0.0	0	0.3	cta25	498	10000	1.0	35022.87	0	0.0498
674	0.0	0	0.3	cta65	1154	10000	0.0	34714.61	0	0.1154
675	1.0	0	0.3	cta17	1417	10000	0.0	34781.13	0	0.1417
676	1.0	0	0.3	cta43	1362	10000	0.0	34289.45	0	0.1362
677	1.0	0	0.3	cta194	1397	10000	0.0	34617.36	0	0.1397
678	0.0	0	0.3	cta20	487	10000	1.0	34710.31	0	0.0487
679	0.0	0	0.3	cta127	2050	10000	0.0	34910.69	0	0.205
680	0.0	0	0.3	cta208	2110	10000	0.0	34764.16	0	0.211
681	0.0	0	0.3	cta96	472	10000	1.0	34708.93	0	0.0472
682	0.0	0	0.3	cta31	537	10000	1.0	34462.46	0	0.0537
683	0.0	0	0.3	cta176	483	10000	1.0	34609.84	0	0.0483
684	0.0	0	0.3	cta3	402	10000	1.0	34639.16	0	0.0402
685	1.0	0	0.3	cta66	454	10000	0.0	34590.09	0	0.0454
686	1.0	0	0.3	cta124	1367	10000	0.0	35149.61	0	0.1367
687	1.0	0	0.3	cta3	1446	10000	0.0	34448.62	0	0.1446
688	0.0	0	0.3	cta145	2035	10000	0.0	34959.35	0	0.2035
689	0.0	0	0.3	cta51	490	10000	1.0	34550.4	0	0.049
690	1.0	0	0.3	cta114	1349	10000	0.0	34815.22	0	0.1349
691	1.0	0	0.3	cta60	2241	10000	0.0	34873.52	0	0.2241
692	0.0	0	0.3	cta120	487	10000	1.0	35124.47	0	0.0487
693	0.0	0	0.3	cta151	473	10000	1.0	33952.84	0	0.0473
694	0.0	0	0.3	cta186	2095	10000	0.0	35371.6	0	0.2095
695	0.0	0	0.3	cta64	493	10000	1.0	35206.13	0	0.0493
696	1.0	0	0.3	cta105	1365	10000	0.0	34396.97	0	0.1365
697	0.0	0	0.3	cta35	510	10000	1.0	34709.15	0	0.051
698	1.0	0	0.3	cta37	1406	10000	0.0	34987.37	0	0.1406
699	0.0	0	0.3	cta133	1938	10000	0.0	34351.28	0	0.1938
700	0.0	0	0.3	cta220	2100	10000	0.0	35061.83	0	0.21
701	1.0	0	0.3	cta189	1371	10000	0.0	35045.44	0	0.1371
702	0.0	0	0.3	cta43	1493	10000	0.0	34713.51	0	0.1493
703	0.0	0	0.3	cta122	1928	10000	0.0	34658.7	0	0.1928
704	0.0	0	0.3	cta92	487	10000	1.0	34723.29	0	0.0487
705	0.0	0	0.3	cta118	488	10000	1.0	34737.34	0	0.0488
706	1.0	0	0.3	cta123	1389	10000	0.0	35068.05	0	0.1389
707	1.0	0	0.3	cta222	1360	10000	0.0	35547.95	0	0.136
708	0.0	0	0.3	cta161	2025	10000	0.0	34503.07	0	0.2025
709	0.0	0	0.3	cta5	428	10000	1.0	34688.94	0	0.0428
710	1.0	0	0.3	cta197	1349	10000	0.0	34759.02	0	0.1349
